pc11_state_id,pc11_district_id,year,dmsp_total_light_cal
09,144,2008,17841.09375
09,144,2009,19889.826171875
09,144,2010,25084.3828125
09,144,2011,25871.24609375
09,144,2012,26210.57421875
09,144,2013,20844.705078125
09,145,1994,25986.97265625
09,145,1995,27748.630859375
09,145,1996,30810.740234375
09,145,1997,28236.0166015625
09,145,1998,29510.548828125
09,145,1999,31343.80859375
09,145,2000,37822.97265625
09,145,2001,38126.689453125
09,145,2002,37143.6796875
09,145,2003,37074.359375
09,145,2004,36026.296875
09,145,2005,36098.517578125
09,145,2006,36169.095703125
09,145,2007,38861.990234375
09,145,2008,42453.1171875
09,145,2009,46538.11328125
09,145,2010,45914.0390625
09,145,2011,43393.2109375
09,145,2012,49074.87890625
09,145,2013,45779.0390625
09,146,1994,30810.6337890625
09,146,1995,32914.6953125
09,146,1996,38292.88671875
09,146,1997,32695.0703125
09,146,1998,36250.66796875
09,146,1999,36479.62890625
09,146,2000,44934.544921875
09,146,2001,45441.416015625
09,146,2002,48550.90625
09,146,2003,46386.982421875
09,146,2004,46680.830078125
09,146,2005,45680.71484375
09,146,2006,47912.998046875
09,146,2007,53271.73046875
09,146,2008,55931.51953125
09,146,2009,62733.98046875
09,146,2010,64302.77734375
09,146,2011,63479.61328125
09,146,2012,64878.58203125
09,146,2013,63903.4453125
09,147,1994,16994.369140625
09,147,1995,18390.353515625
09,147,1996,20216.240234375
09,147,1997,16673.529296875
09,147,1998,17337.5732421875
09,147,1999,16081.99609375
09,147,2000,21055.2265625
09,147,2001,21378.16015625
09,147,2002,18622.3466796875
09,147,2003,16409.98388671875
09,147,2004,21125.5693359375
09,147,2005,20795.9130859375
09,147,2006,21195.31640625
09,147,2007,22526.2509765625
09,147,2008,20217.91796875
09,147,2009,26253.544921875
09,147,2010,25996.248046875
09,147,2011,25392.359375
09,147,2012,25944.279296875
09,147,2013,27247.51171875
09,148,1994,11618.33349609375
09,148,1995,10672.111328125
09,148,1996,8868.7861328125
09,148,1997,6058.749267578125
09,148,1998,9003.9052734375
09,148,1999,5881.476318359375
09,148,2000,10321.671875
09,148,2001,8225.7236328125
09,148,2002,8168.78662109375
09,148,2003,9328.27197265625
09,148,2004,15448.42578125
09,148,2005,16521.3154296875
09,148,2006,19069.4609375
09,148,2007,17085.4326171875
09,148,2008,11694.1767578125
09,148,2009,8139.4755859375
09,148,2010,17166.11328125
09,148,2011,14721.728515625
09,148,2012,24234.71484375
09,148,2013,27775.439453125
